Make,Model,Engine Size,Mileage,Fuel Type,Transmission,Price,Car_Age
1,1,1.3,153669,1,0,20364.467560833436,23
4,4,3.4,198511,1,0,23402.50800279199,12
1,4,1.2,14551,0,1,22576.83036324354,18
1,1,3.4,93287,2,1,23478.768525342373,20
3,3,4.0,24278,2,1,30014.31722894964,17
4,3,2.4,15141,1,0,29339.945613255823,14
4,2,2.8,67913,0,1,25646.102513476864,19
1,0,2.4,33615,0,1,28345.188584793337,15
3,3,2.1,122058,0,0,29151.26451693051,5
1,1,3.8,193823,2,0,26303.696095385163,8
1,3,2.0,112684,2,0,12915.208194446448,26
2,4,3.5,27452,0,0,32581.667657386897,11
2,0,1.7,153797,0,0,25383.611522614377,5
3,2,1.9,50391,1,0,29380.983727641866,10
0,0,2.2,120288,1,1,25162.63558884495,9
2,4,3.1,113535,0,1,24970.301448952778,16
0,4,2.6,142770,0,1,26673.984375057767,9
4,4,3.6,86711,2,1,24544.365596538628,20
2,4,1.7,77850,0,1,28359.241204460563,9
2,1,1.0,109733,1,1,19153.59986492969,19
3,2,3.7,2365,2,0,29095.0676646302,21
0,4,3.9,97662,1,0,19071.482401886,20
2,4,1.2,43372,1,0,27443.625430348955,5
2,3,3.1,44134,2,1,25210.9683686807,17
3,2,2.3,37823,1,1,27141.514435799338,16
3,0,3.8,71158,0,0,31585.430466593,14
0,2,4.1,96076,1,0,26159.369790567744,18
4,2,4.0,133021,2,0,25045.546358609736,20
4,2,3.7,49396,2,0,29226.70531265174,18
1,4,1.9,108336,2,0,23662.98684694064,14
2,4,3.8,31912,1,1,27152.35340166336,24
0,1,2.9,56947,0,1,23444.53743766368,24
2,0,1.2,44387,2,1,18896.089006414448,26
0,3,2.6,195037,0,0,25230.31069933307,6
0,2,4.3,16508,2,1,39167.862819603455,7
0,0,4.1,45592,0,0,26365.897946951394,25
2,0,1.4,109249,0,1,17773.492240077318,24
3,1,3.6,1919,0,0,31349.14883766104,12
2,3,3.8,42595,2,0,29802.00029852922,21
0,2,1.9,140689,1,1,18951.45293800211,14
1,3,2.7,33298,1,1,29322.973838803795,6
4,1,3.5,138001,1,1,19842.87137663502,26
0,4,2.5,14456,0,1,31015.679617770555,7
1,0,1.4,109599,2,1,27498.248005694888,8
3,2,3.5,86676,0,0,18298.788749268035,26
0,4,4.2,83721,2,1,35137.56294502124,6
1,1,3.3,37924,0,1,35845.763869475806,5
0,3,3.7,24240,2,0,25924.031928215813,25
2,0,2.3,87381,2,1,22031.806714839386,12
1,2,1.6,9228,2,0,24791.99375936146,13
2,4,3.2,21686,0,1,33795.57055544985,8
2,4,2.1,11920,1,1,27138.415999229102,16
1,0,4.0,7432,0,0,35083.06056980601,12
4,3,1.4,194647,0,1,14431.217416537524,21
1,1,2.5,110507,2,1,27664.28873549533,7
4,3,2.4,130509,2,1,16421.914853082533,18
0,3,4.3,71725,1,1,27658.61462354524,22
0,3,1.5,164982,1,0,21952.607630482187,7
1,0,1.0,121764,2,0,14615.388152561552,25
0,0,1.8,161298,1,1,14895.541913781695,21
3,1,3.9,59099,1,1,29264.227872099305,9
2,3,1.7,112557,2,0,28716.42565633024,8
2,0,1.8,86760,0,0,23852.975389909778,18
4,1,1.5,18013,1,1,32723.341150708264,6
0,1,3.5,21446,2,0,26994.678763801265,21
4,3,1.2,105209,1,0,19163.70510806841,13
2,2,2.2,193581,1,0,23925.03951167561,14
2,3,2.0,102261,2,0,23731.53326252679,16
0,2,2.9,95739,1,1,25786.62840015399,15
3,1,3.6,557,1,0,34453.88395540584,8
3,0,2.9,161738,1,1,21623.98749412477,8
0,4,4.3,168461,0,1,31460.067464553445,6
0,1,4.3,178772,0,0,25545.99298619549,8
4,0,2.3,130878,1,1,24149.23832572451,14
0,1,3.7,99143,2,1,29484.517922247127,13
3,3,3.6,24578,1,0,34139.415243746305,9
0,2,4.1,74779,1,0,29900.99708066377,15
4,1,2.6,140668,0,0,21358.839503796597,23
4,0,2.9,57500,0,1,24840.169176334057,17
4,3,2.5,72534,0,1,28702.305180087013,10
4,4,4.0,10129,1,1,27543.33919064033,23
1,3,1.8,194466,1,1,14697.569904355794,15
0,2,1.8,197118,2,0,19316.766659734018,14
2,3,2.3,11596,1,1,27022.70119304937,23
0,4,1.8,65355,1,0,26584.91831735439,17
1,0,3.0,12974,0,0,29066.254418591463,24
4,1,1.5,197745,0,0,15565.311750821516,12
1,2,2.1,112004,0,0,21357.055395762483,25
3,4,4.2,126794,0,1,29429.97952872076,10
3,2,2.4,70202,0,0,25991.02501473992,21
0,3,3.6,74442,2,1,25188.33518160915,19
0,2,1.4,152890,2,0,14093.89904241023,24
2,4,1.9,174318,2,0,20153.554847546213,9
2,1,3.8,55598,0,0,35872.05513281232,5
3,1,3.7,133726,0,1,20742.6521410635,26
4,2,2.4,33758,0,0,27378.08087553935,11
1,0,4.3,24204,2,0,25061.526465974,20
2,2,4.2,127309,0,0,22865.04046864679,24
2,3,4.4,166000,2,0,22058.340733889465,23
4,1,2.5,184681,0,1,16792.04697654847,18
4,1,1.7,30552,1,1,20496.74317325808,22
0,1,3.2,141408,2,0,28641.33635829249,8
1,0,3.4,47037,1,0,34160.93739664977,12
4,0,1.4,147278,2,1,16946.119602183866,19
2,4,3.8,34831,0,1,25599.17213455413,21
2,2,1.1,43563,0,1,28119.56692750116,9
3,2,2.7,18361,1,0,33752.45612969614,8
4,3,2.2,41335,0,1,27604.669808215174,12
0,1,3.6,74469,2,0,29526.732166983908,20
1,0,2.1,25816,0,1,28212.57024428336,17
0,3,3.9,146691,0,1,21202.90858793667,21
2,3,3.1,92479,2,0,23891.08405544359,13
0,0,3.8,26819,1,1,35897.89357562975,10
2,2,4.5,142813,1,0,27243.212472430143,18
2,1,3.4,122330,0,1,28077.994260076463,8
2,2,4.4,8798,2,0,30061.25091522509,22
2,3,1.1,156215,1,1,16088.310205034984,20
2,1,2.2,49695,1,1,30956.447762217937,8
3,4,1.4,163819,0,0,21059.150937736635,7
0,3,1.9,129544,2,0,16987.761759846308,20
3,2,3.9,152254,1,0,21309.027465521045,25
3,2,1.1,9415,0,0,30104.4796870192,11
4,2,2.8,142157,0,1,22510.56594875679,14
4,0,3.0,146080,0,1,19697.757848077952,19
4,3,3.0,87638,0,1,25413.232904289394,21
1,1,2.7,18452,1,1,24546.87496136964,21
4,2,3.8,195147,2,1,20953.472511971533,18
0,2,1.5,139192,0,1,16397.570043254695,23
3,0,2.1,195457,0,0,15493.338109296164,16
0,1,3.2,110205,1,1,22273.978534157337,22
4,3,3.4,18170,0,1,33080.31390680832,10
1,4,2.4,16259,0,0,33207.43255620322,7
1,0,4.1,22099,2,1,29411.51173930657,20
3,3,2.5,140721,0,1,28235.324818826743,12
0,4,2.4,129394,1,1,26653.65646264646,12
2,2,1.1,59258,2,0,24814.7180009096,13
0,2,2.9,172109,1,0,22455.02816769908,14
4,1,3.5,11805,2,1,33936.98841550158,16
2,4,1.4,43147,2,0,27368.825572010493,14
1,2,2.1,74280,0,1,27527.994279011105,5
3,2,3.7,177125,0,1,23441.646445614195,18
3,1,2.3,106777,0,1,25246.752164119887,17
1,3,1.8,97841,1,0,22443.38415155157,23
4,2,3.4,124726,0,1,26760.716636785022,10
1,0,1.7,128359,0,1,21533.149009062065,13
4,0,4.1,76215,2,1,30005.61995710534,9
2,3,1.4,112909,0,1,21770.804928672267,16
1,4,3.5,95365,0,1,30197.4851649114,11
4,1,2.7,10985,0,0,22824.09162664499,26
2,0,4.0,12391,0,1,29096.81940466168,20
1,0,1.4,4861,2,0,21949.514408761872,17
3,3,3.4,194654,0,1,23086.1981008053,18
1,4,3.0,183000,2,0,13720.047256999806,24
0,4,2.7,34364,1,1,33931.35950438561,5
1,3,2.7,82399,0,1,27256.55966674469,13
0,0,3.5,42923,0,0,30945.465937063196,12
2,1,4.3,138991,0,0,21288.04375667938,25
1,0,1.3,186968,2,1,16728.03764855433,13
2,4,1.1,85818,0,0,23752.96959161101,11
2,0,3.8,178468,0,0,22614.501304504334,20
4,1,1.4,165912,1,1,17534.71100087327,23
2,2,4.5,173327,2,1,26991.84812285012,9
2,0,3.2,71160,2,1,20721.16093904617,22
1,3,3.3,128165,1,1,20134.402297405908,21
1,2,1.7,139248,2,1,22142.99418970576,20
3,3,1.8,33529,0,0,26485.26102002555,12
4,3,3.3,187478,0,1,16031.69265948044,26
2,3,4.2,144013,1,0,24531.174724039647,23
4,0,4.4,1669,2,1,26662.757989325783,26
0,4,1.7,117373,2,1,21200.279220704644,16
2,2,1.5,44859,2,0,29846.04658151262,9
4,1,1.2,55786,1,1,28534.31373505901,13
3,4,4.0,182155,0,0,27101.146270610043,5
3,0,2.0,171148,1,0,22226.790488242365,16
2,3,1.0,20323,0,0,23920.792580271354,17
0,1,1.8,6021,1,1,28527.09258907013,10
3,2,2.2,39807,0,1,23408.76286061512,23
3,4,4.5,128305,2,1,26269.613884462808,12
0,4,2.8,50355,2,1,30526.27286292576,11
4,1,1.7,113415,2,1,33028.54602226908,6
3,0,2.2,175804,1,1,22821.001630507388,14
1,2,2.2,8711,1,0,26754.65072441976,18
3,1,1.1,194151,1,1,18596.853815348863,16
4,3,1.5,7904,2,1,24741.756542765477,16
4,2,3.4,64033,0,1,23571.00072799566,21
2,4,1.4,86478,2,1,17321.77044957747,26
1,1,1.8,120035,2,0,27273.812399699676,5
4,4,2.2,186168,0,0,14004.994361580464,21
0,4,3.7,3093,0,0,31632.395015779137,14
1,4,3.0,24918,0,0,33964.92256602789,5
1,0,3.4,193708,0,0,29698.544695677265,5
0,4,3.0,189878,2,1,14919.408967330335,22
3,3,3.4,140466,1,0,23004.602918828856,12
0,3,1.0,124501,2,0,23626.367885209133,9
0,2,4.3,92510,0,1,34776.253205454785,7
3,4,1.4,93708,1,1,24717.78602808103,13
3,4,2.4,97819,1,0,26514.403786845945,12
3,1,3.7,144352,2,1,20605.18393999694,22
3,0,2.5,36303,2,1,25037.059858589662,23
3,2,4.3,27453,2,0,28381.128439633416,25
0,4,2.6,108886,1,1,21241.078267630648,20
2,1,4.1,60695,1,0,26768.00097962714,17
2,0,3.8,199521,1,0,22239.70580929438,11
4,2,4.4,156837,0,1,26215.61855609533,17
2,2,4.2,133412,0,0,26140.85335780489,9
2,4,4.1,38057,2,0,36651.26835059423,10
0,2,3.6,131669,1,1,28704.298613010797,6
3,1,2.3,189060,2,1,20766.06386060848,14
3,2,1.4,94655,1,1,18470.670115954184,26
0,3,3.4,15025,2,1,23681.37856994183,26
2,1,4.4,7145,0,0,33522.95431468951,12
0,0,3.5,101206,1,1,21203.640003891152,26
4,0,4.3,186869,0,1,19049.108361568786,21
3,4,3.8,41723,1,0,28378.56647333485,14
1,4,1.6,73230,2,0,16582.93551064051,26
4,3,1.9,135902,1,0,20423.192572180425,22
4,0,2.2,155002,0,0,20445.74969343067,18
0,0,1.6,154824,1,1,20872.465882247303,10
2,0,3.0,108138,2,1,28838.61891246819,11
3,0,4.4,62040,1,0,26722.489506334237,19
1,2,3.7,108668,0,0,25065.775596685184,10
4,1,2.5,198768,2,0,22455.217982320704,12
1,1,1.0,195720,0,0,14506.461903619813,26
2,3,2.1,55030,1,1,27064.579343038036,15
2,2,2.8,56815,0,0,19984.57609712983,22
1,0,2.1,112789,1,1,20013.43919955849,21
3,0,1.4,166762,2,0,12912.744000494074,26
2,4,2.5,57923,0,1,21860.274325287784,26
1,4,1.9,167644,0,1,17223.26144626241,17
4,3,4.2,185102,1,1,21977.94549981292,17
1,0,1.4,67904,0,1,16564.634033954575,24
1,3,1.2,160275,0,0,21829.79156488277,10
0,2,1.0,77088,2,1,23379.808161454923,8
2,1,2.1,5608,1,0,28794.44897144587,16
3,0,3.3,45667,1,1,30315.555621993903,9
3,2,3.6,55547,2,1,17639.82091740691,25
0,0,2.6,153557,2,0,22109.666286198262,18
3,4,3.4,140934,1,0,27741.3800384248,10
1,3,2.3,128391,2,1,26386.3340955414,13
0,4,3.3,75948,2,1,19122.362985660187,23
4,1,1.1,71880,2,0,24296.900920327236,10
2,4,2.4,57560,1,1,29185.18592112373,10
2,0,3.8,115063,2,0,27490.26178607263,15
2,4,3.8,94218,0,0,28463.332124521134,7
1,0,3.5,114462,0,0,29639.81991545443,9
4,1,1.7,159487,1,1,14282.096182781224,24
0,4,1.9,195595,2,1,14310.09267302652,16
0,3,4.5,150395,0,0,27478.88802589669,9
2,3,1.4,184286,1,0,15114.454273227717,23
4,3,1.6,17997,0,0,25673.5538552674,10
4,4,1.5,121266,2,0,25710.80367921752,9
4,4,2.1,188075,1,1,16363.006004803525,22
3,4,1.7,3679,0,0,28208.33184570986,13
3,0,2.7,40308,1,1,23614.2049800315,17
2,1,2.7,170914,0,0,19744.4023531317,12
4,3,4.2,196480,0,1,16779.03670973529,26
4,0,1.1,185010,2,1,17199.61995623003,11
0,3,2.1,5695,2,1,27247.73278901873,16
0,0,3.1,58499,0,1,33587.414314696594,7
2,4,3.1,23382,1,1,25984.857565168146,21
4,3,2.7,14235,1,0,33587.36012453767,5
2,4,3.9,193295,2,0,24035.944448670376,11
0,3,1.2,133438,0,1,17254.90386193008,25
0,2,3.9,158539,2,0,21459.78977497134,26
3,0,2.7,190388,0,0,19724.467424347014,18
2,2,1.5,112468,0,0,27149.783034796783,5
2,0,4.1,6764,2,0,32820.925229711924,15
4,1,3.3,113831,1,0,30764.35380450617,10
4,3,1.6,61836,2,0,27060.70552017444,12
3,1,1.1,31923,0,0,31648.72781951309,8
1,1,1.5,95711,2,1,26876.28029602585,5
1,0,3.1,16292,1,0,26214.261960597112,17
1,2,1.6,124913,1,0,20116.23103206856,15
2,4,1.8,132686,0,0,21340.10613849594,13
2,0,1.1,20939,2,1,27362.10585547259,18
0,4,3.5,18800,1,1,32532.827489072028,14
2,1,3.8,56440,2,0,23503.08695136477,24
2,4,3.8,154318,1,1,30500.922353865397,6
2,2,1.4,127521,0,1,21664.78777781604,13
3,0,4.2,183877,0,0,31475.253384153933,6
2,2,3.4,121327,2,1,23566.24751062191,17
4,2,4.1,49648,0,0,29139.821485842825,11
4,0,2.6,115192,1,1,21066.897866998635,20
0,2,2.5,187923,0,0,15437.541335845408,23
3,3,3.7,162760,1,1,25075.546704103363,7
4,3,1.3,93498,1,0,23096.923514556613,16
3,3,2.8,29764,0,0,33461.2376606341,11
3,4,3.9,32470,1,1,32431.531352554262,7
0,2,3.9,169573,1,0,21766.770785844343,23
3,0,4.3,57207,2,0,34026.38834535573,5
2,0,3.4,62157,2,1,33142.712886753456,5
3,4,1.7,134288,2,0,23426.05555120308,10
0,0,1.1,153144,0,0,19493.37826986215,14
0,3,2.7,93778,2,1,25657.26534399011,16
0,2,2.8,130016,1,0,17050.834719104532,24
4,0,1.8,124288,0,1,22972.200218212456,18
2,0,1.4,168204,0,0,16896.885513433524,21
4,1,3.1,110573,0,1,31842.51555267945,5
1,1,3.7,120730,0,1,28803.36809414977,6
2,1,4.5,148933,1,0,23323.802277925504,16
3,2,3.7,64186,1,1,33056.12686374881,11
0,3,3.8,4960,2,0,33036.5015082724,8
1,3,3.2,18781,0,0,26759.560482450885,22
2,3,4.5,31126,2,1,34981.69166337588,13
4,2,3.2,153650,1,0,25463.89606179028,10
0,2,4.0,106034,0,0,25038.454126059263,24
4,1,4.3,17883,1,1,27662.73339241233,23
2,0,4.3,29782,2,0,31056.06400243794,11
2,4,2.3,56387,1,0,29028.99508221764,11
1,4,1.3,148051,0,1,24594.04206742891,6
3,0,1.6,33746,0,0,27388.65248761482,23
4,1,1.2,66266,2,0,25196.48226777396,8
1,0,1.4,56,0,1,29293.5057893413,10
0,0,1.6,31457,1,0,25165.41875963256,14
3,4,2.2,133315,1,0,26949.280836856407,5
1,1,2.9,186103,1,1,15129.245135187266,26
4,2,3.5,132773,1,0,23116.750355878983,15
2,4,1.7,187453,2,0,15463.825219393775,23
0,2,3.4,181510,1,1,21296.212255821072,16
4,1,3.5,73839,2,1,26999.01593576784,22
3,0,3.0,80636,1,0,20171.0857534227,25
3,3,4.2,107697,2,0,33737.89614263645,10
2,3,1.4,66483,1,1,22527.59801275029,19
2,1,1.6,20505,1,0,26217.4168791702,21
0,3,2.5,137625,2,0,27349.656931245736,6
0,2,1.4,33525,0,0,22562.441200288053,18
2,3,3.0,96008,0,1,25672.558159681736,14
2,1,2.4,44348,0,0,23809.063578324625,16
3,1,2.0,7273,2,0,29913.282767612985,11
2,2,1.6,64236,0,1,26832.38575226366,11
1,3,2.2,134607,0,1,17261.095591370893,25
4,3,3.1,149749,2,1,24872.86445027373,17
2,0,3.0,107157,0,0,24843.882337874187,15
0,4,1.6,908,0,0,21866.61281431557,19
1,1,1.4,108352,0,1,28470.530021919563,16
0,0,1.1,95967,2,0,19520.432917033355,17
1,1,1.0,88989,2,0,24488.04021758249,14
2,0,4.1,35079,0,0,30437.55665791036,10
4,4,1.2,111889,0,0,19295.97434693671,20
0,0,3.6,49323,2,1,23144.758383857265,24
1,1,4.1,176392,0,1,22235.130083510947,7
3,3,1.3,89909,2,0,22538.930009914908,14
2,1,2.5,46105,0,1,30594.619283539007,8
4,2,4.4,161236,2,0,22300.428152687666,20
2,2,3.9,132957,1,0,24638.376696567437,18
3,2,2.7,188891,1,1,23416.4338265483,8
4,2,3.7,1049,2,1,32485.849632273097,14
3,4,3.9,53281,1,0,34976.17400330859,5
2,3,2.2,43271,0,0,24666.09382245913,19
1,3,4.1,66697,2,0,34023.598335595845,5
2,1,2.6,197423,2,0,21041.542979408783,9
2,0,2.8,36534,0,1,24462.19120800823,25
2,1,4.5,93034,0,1,31282.30530540028,9
0,1,4.0,58097,2,0,31867.498548904205,9
3,1,2.3,184885,0,0,20380.33862100852,16
3,1,1.0,25037,2,1,20172.066054003128,26
3,3,3.2,167079,0,0,22149.60935755684,13
0,0,3.5,27278,2,1,34637.41728587654,11
1,1,3.3,139344,0,0,21254.35203017524,16
2,3,4.4,188255,0,1,16324.30091217851,26
1,1,4.0,99173,1,0,26378.05793568692,20
0,2,2.6,38294,1,0,33287.57119482889,11
3,1,1.2,73277,1,0,23081.34561554113,13
2,1,2.7,193581,0,1,22546.59274546629,12
4,4,3.4,4694,2,1,29680.57288346329,13
4,2,3.1,58150,0,0,30434.52936782139,6
1,0,2.9,67470,1,0,28690.896383441363,16
3,1,2.6,21556,0,0,31353.726061514277,11
4,0,2.0,195543,1,0,24549.309510281557,8
1,2,2.0,180927,1,1,24126.267508872705,10
0,1,2.8,49086,2,1,20466.60061376525,21
1,4,1.6,149979,2,1,17309.141319888822,16
1,3,2.2,179559,1,0,22971.00160315562,10
1,4,2.1,160230,1,0,15794.32003811888,18
2,4,3.1,151365,0,1,24023.13991479184,9
1,3,1.2,176833,1,0,23412.28480882082,10
1,3,3.9,99468,0,1,26243.46824677823,15
2,3,3.0,33387,1,1,35251.24715724207,5
2,1,3.3,171822,2,1,27452.563459695324,5
0,0,3.5,68602,2,1,23210.02749141077,22
3,0,2.0,152328,1,0,17055.181454598933,16
4,3,2.6,136666,0,1,19333.304213128755,23
4,4,4.3,2460,0,0,31886.211078137727,23
1,2,3.7,72356,0,1,22479.14504046849,24
0,3,4.4,54698,1,1,33202.29670845772,10
1,4,3.6,101746,1,1,21073.122393296017,20
4,4,1.6,16191,2,1,21546.099617499905,23
2,1,1.2,84631,2,0,23850.21331892312,14
3,1,3.0,10529,1,0,31460.981640799622,15
0,0,2.3,32175,2,0,23103.147499916373,26
2,0,2.0,17675,0,0,28053.147378505528,6
3,2,3.8,174230,0,1,25974.630321730518,8
0,2,2.3,46798,1,0,29325.53777941075,6
0,2,2.1,70910,0,0,28536.443448365917,7
4,2,4.0,130400,1,1,28757.617129025308,9
2,4,4.0,157048,0,0,26280.303782390474,16
0,4,2.2,194188,1,0,23781.07407338705,7
0,0,3.9,78678,0,0,26701.763945774168,24
3,1,4.0,62821,0,0,30459.92937114564,10
4,1,2.5,12204,2,1,26055.64688415636,15
1,3,1.2,186737,2,1,19473.63528164093,17
4,4,1.0,7394,2,0,24997.210475801265,19
1,2,2.8,64814,2,1,26872.756465282208,12
2,2,2.2,33593,2,0,24595.995757020573,22
2,3,4.5,173036,2,0,22518.719134398863,23
0,1,3.7,115064,1,0,30885.181626015183,6
2,2,3.7,53365,1,1,31773.677143946923,7
0,1,4.3,131515,2,1,29141.724390288648,8
4,3,4.1,159252,1,1,29818.642995699603,6
2,1,2.1,179863,2,1,16104.625910711376,23
4,1,1.6,174737,1,1,22887.67011557083,12
4,1,3.6,103700,0,1,28463.17957519594,10
2,2,2.3,97077,1,0,22318.62880324897,15
4,0,2.7,134537,1,1,23827.258659140065,24
2,4,3.2,68247,1,0,26836.626398975477,17
2,1,4.2,182631,0,0,26936.975515779075,12
2,1,2.5,156270,2,1,21730.19674405176,17
1,1,3.7,54740,1,0,32536.148877121777,9
4,0,1.9,153560,1,0,14666.512538513663,26
3,3,3.4,169587,0,0,12713.01859328416,24
2,2,1.0,27898,2,1,27478.65751840436,6
4,0,4.1,132991,1,1,26708.68842683459,15
2,0,3.5,62613,2,1,24012.58678542056,24
2,0,1.2,96707,2,0,18887.111021728648,24
3,0,1.9,111777,1,1,20877.707234206868,22
1,3,2.7,47003,1,0,32246.16049492941,8
1,4,2.5,48478,1,0,23492.883903234226,26
2,2,1.7,145506,1,1,19835.92276648376,23
4,3,2.2,177318,0,1,18226.33587081837,23
0,3,3.5,167721,0,1,26007.61279780386,10
0,4,3.3,59030,1,1,28879.26029045449,13
4,3,1.3,184133,2,1,21122.62574910538,9
2,0,3.6,133071,1,0,18995.45369665056,26
0,0,1.2,145921,2,0,26839.11146449125,5
1,1,2.9,52800,2,0,30804.200416601976,11
4,3,1.9,5445,2,1,22765.597091106545,24
3,1,3.1,149112,0,1,30392.575567224198,6
2,2,1.9,195387,2,0,16446.89229193078,18
4,0,4.4,246,2,0,27396.156707853446,23
0,2,2.1,31153,0,0,31620.864906698407,6
